plate_well,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,CELL_COUNT,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,RingTotalInten_RNA,RingAvgInten_RNA,CircTotalInten_RNA,CircAvgInten_RNA,RingSpotTotalInten_RNA,RingSpotAvgInten_RNA,RingSpotTotalArea_RNA,RingSpotAvgArea_RNA,RingSpotCount_RNA,CircSpotTotalInten_RNA,CircSpotAvgInten_RNA,CircSpotTotalArea_RNA,CircSpotAvgArea_RNA,CircSpotCount_RNA,TotalInten_RNA,AvgInten_RNA,RingTotalInten_PMG,RingAvgInten_PMG,CircTotalInten_PMG,CircAvgInten_PMG,RingSpotTotalInten_PMG,RingSpotAvgInten_PMG,RingSpotTotalArea_PMG,RingSpotAvgArea_PMG,RingSpotCount_PMG,CircSpotTotalInten_PMG,CircSpotAvgInten_PMG,CircSpotTotalArea_PMG,CircSpotAvgArea_PMG,CircSpotCount_PMG,TotalInten_PMG,AvgInten_PMG,RingTotalInten_MITO,RingAvgInten_MITO,RingSpotTotalInten_MITO,RingSpotAvgInten_MITO,RingSpotTotalArea_MITO,RingSpotAvgArea_MITO,RingSpotCount_MITO,TotalInten_MITO,AvgInten_MITO,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,CircSpotCount_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex
1A1_K02,K02,Plate1_drugs,1,rolipram,treated,0.25,5,1A1,11,2,0,0,0,0,1211797.844,0,0,0,1036934.805,51.27874826,1044514.477,506.1232999,0,0,0,0,0,69261.5625,770.3922628,0,0,0,1044514.477,506.1232999,0,0,803635.3125,459.7741632,0,0,0,0,0,702445.8125,0,79.8125,6.730176414,0,803635.3125,459.7741632,0,0,519237.5938,0,0,0,0,0,0,1163338,0,0,0,0,0,0,1163338,0
1A1_K03,K03,Plate1_drugs,1,rolipram,treated,0.125,2.5,1A1,11,3,0,0,0,0,1176431.969,0,0,0,1146374.453,60.40443675,1063261.203,434.04024,0,0,0,0,0,35196.0625,568.8050441,0,0,0,1063261.203,434.04024,0,0,626072.375,335.4351617,0,0,0,0,0,284473.7188,0,24.5625,3.673219717,0,626072.375,335.4351617,0,0,28273.21875,0,0,0,0,0,0,1130313.813,0,0,0,0,0,0,1130313.813,0
1A1_K04,K04,Plate1_drugs,1,rolipram,treated,0.0625,1.25,1A1,11,4,0,0,0,0,1500326.813,0,0,0,1099226.781,93.99874017,923149.9375,509.5915722,0,0,0,0,0,41545.78125,839.3010972,0,0,0,923149.9375,509.5915722,0,0,576495.1563,400.0798835,0,0,0,0,0,268910.875,0,31.875,3.503498579,0,576495.1563,400.0798835,0,0,780787.9375,0,0,0,0,0,0,1422657.375,0,0,0,0,0,0,1422657.375,0
1A1_K05,K05,Plate1_drugs,1,rolipram,treated,0.03125,0.625,1A1,11,5,0,0,0,0,1448893.344,0,0,0,810474.8672,93.82364189,1012983.523,553.172652,0,0,0,0,0,80952.96875,923.7167206,0,0,0,1012983.523,553.172652,0,0,563654.4375,377.9214528,0,0,0,0,0,383140.3125,0,42.4375,4.479493256,0,563654.4375,377.9214528,0,0,816620.125,0,0,0,0,0,0,1412359.781,0,0,0,0,0,0,1412359.781,0
1A1_K06,K06,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,11,6,0,0,0,0,1519850.406,0,0,0,1187183.891,159.9109204,1039148.609,544.9802822,0,0,0,0,0,68263.46875,851.985867,0,0,0,1039148.609,544.9802822,0,0,345212.4688,295.2179264,0,0,0,0,0,397976.875,0,40.9375,4.78211544,0,345212.4688,295.2179264,0,0,816808.2813,0,0,0,0,0,0,1458208.969,0,0,0,0,0,0,1458208.969,0
1A1_K07,K07,Plate1_drugs,1,rolipram,treated,0.015625,0.3125,1A1,11,7,0,0,0,0,1493424.75,0,0,0,1406305.867,133.0465822,1028219.734,505.376488,0,0,0,0,0,28336.28125,859.3327012,0,0,0,1028219.734,505.376488,0,0,357184.5313,343.9134394,0,0,0,0,0,330728.2813,0,24.28125,5.592824056,0,357184.5313,343.9134394,0,0,1165073.313,0,0,0,0,0,0,1447996.719,0,0,0,0,0,0,1447996.719,0
1A1_K08,K08,Plate1_drugs,1,FCCP,treated,1,20,1A1,11,8,0,0,0,0,1369398.063,0,0,0,923803.1016,100.8890005,955659.5156,467.1193878,0,0,0,0,0,26743.21875,728.4833671,0,0,0,955659.5156,467.1193878,0,0,381826.2188,306.8889643,0,0,0,0,0,78875.65625,0,-12.15625,4.122965448,0,381826.2188,306.8889643,0,0,1187140.938,0,0,0,0,0,0,1313660.75,0,0,0,0,0,0,1313660.75,0
1A1_K09,K09,Plate1_drugs,1,FCCP,treated,0.5,10,1A1,11,9,0,0,0,0,1806834.844,0,0,0,1550669.258,237.0996592,1210373.852,592.6009662,0,0,0,0,0,56553.75,954.7202645,0,0,0,1210373.852,592.6009662,0,0,598284.1563,333.7384873,0,0,0,0,0,-217345.1875,0,-84.875,0.224578605,0,598284.1563,333.7384873,0,0,1148026.438,0,0,0,0,0,0,1731575.75,0,0,0,0,0,0,1731575.75,0
1A1_K10,K10,Plate1_drugs,1,FCCP,treated,0.25,5,1A1,11,10,0,0,0,0,1791351.406,0,0,0,1461215.789,208.9622493,1352917.102,607.0282425,0,0,0,0,0,117717.0625,1140.571791,0,0,0,1352917.102,607.0282425,0,0,686041.2813,307.733151,0,0,0,0,0,123873.625,0,-6.65625,1.330539952,0,686041.2813,307.733151,0,0,913792.3438,0,0,0,0,0,0,1715293.156,0,0,0,0,0,0,1715293.156,0
1A1_K11,K11,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,11,11,0,0,0,0,1649890.281,0,0,0,1154422.172,288.0459013,868109.4922,717.5605743,0,0,0,0,0,111926.2188,925.4655159,0,0,0,868109.4922,717.5605743,0,0,274109.0313,214.8655904,0,0,0,0,0,-113861.5625,0,-48.1875,0.420791605,0,274109.0313,214.8655904,0,0,835120.1563,0,0,0,0,0,0,1568284.344,0,0,0,0,0,0,1568284.344,0
1A1_K12,K12,Plate1_drugs,1,FCCP,treated,0.125,2.5,1A1,11,12,0,0,0,0,1215687.469,0,0,0,1725435.93,243.7168246,1252369.055,619.6145974,0,0,0,0,0,116179.125,1077.734123,0,0,0,1252369.055,619.6145974,0,0,357705.375,236.6682531,0,0,0,0,0,-126726.6875,0,-42.375,-0.528785982,0,357705.375,236.6682531,0,0,1070156.438,0,0,0,0,0,0,1163465.688,0,0,0,0,0,0,1163465.688,0
1A1_K13,K13,Plate1_drugs,1,FCCP,treated,0.0625,1.25,1A1,11,13,0,0,0,0,1374357.969,0,0,0,2010636.891,257.2209841,1321679.656,641.0084091,0,0,0,0,0,94608.21875,1159.93487,0,0,0,1321679.656,641.0084091,0,0,509565.8125,297.0448343,0,0,0,0,0,-154529.0313,0,-74.0625,-0.906318699,0,509565.8125,297.0448343,0,0,1323712.281,0,0,0,0,0,0,1333611.719,0,0,0,0,0,0,1333611.719,0
1A1_K14,K14,Plate1_drugs,1,FCCP,treated,0.03125,0.625,1A1,11,14,0,0,0,0,1649169.25,0,0,0,2067924.398,225.7086383,1501865.297,676.7534578,0,0,0,0,0,146298.625,1140.936274,0,0,0,1501865.297,676.7534578,0,0,595080.9063,226.7944036,0,0,0,0,0,99226.875,0,45.46875,-0.072097901,0,595080.9063,226.7944036,0,0,1283642.938,0,0,0,0,0,0,1530746.531,0,0,0,0,0,0,1530746.531,0
1A1_K15,K15,Plate1_drugs,1,FCCP,treated,0.015625,0.3125,1A1,11,15,0,0,0,0,1170152.875,0,0,0,1490076.5,174.2001572,1232650.992,535.3187157,0,0,0,0,0,143888.2188,1133.260389,0,0,0,1232650.992,535.3187157,0,0,418557.9375,162.2694751,0,0,0,0,0,130943.7188,0,10.34375,-0.185772581,0,418557.9375,162.2694751,0,0,1312219.25,0,0,0,0,0,0,1133787.563,0,0,0,0,0,0,1133787.563,0
1A1_K16,K16,Plate1_drugs,1,mitomycin-c,treated,1,20,1A1,11,16,0,0,0,0,1645033.531,0,0,0,1684931.961,255.9456503,1297936.602,487.4867784,0,0,0,0,0,89506.40625,1019.147608,0,0,0,1297936.602,487.4867784,0,0,428620.5,87.083834,0,0,0,0,0,-507129.9688,0,-36.3125,-2.332762314,0,428620.5,87.083834,0,0,846216.875,0,0,0,0,0,0,1557864.375,0,0,0,0,0,0,1557864.375,0
1A1_K17,K17,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,11,17,0,0,0,0,1693653.531,0,0,0,1623011.414,151.8123149,1284296.242,482.7074327,0,0,0,0,0,67214.40625,803.975203,0,0,0,1284296.242,482.7074327,0,0,445518.9375,220.9730752,0,0,0,0,0,78828.5,0,-2,2.621650865,0,445518.9375,220.9730752,0,0,1111820.125,0,0,0,0,0,0,1655473.969,0,0,0,0,0,0,1655473.969,0
1A1_K18,K18,Plate1_drugs,1,mitomycin-c,treated,0.5,10,1A1,11,18,0,0,0,0,1728496.75,0,0,0,1403921.516,122.1796202,1367527.109,651.4919592,0,0,0,0,0,72642.90625,940.4496963,0,0,0,1367527.109,651.4919592,0,0,592201.7813,231.8898707,0,0,0,0,0,304054.5938,0,43.03125,4.55014843,0,592201.7813,231.8898707,0,0,1528538.531,0,0,0,0,0,0,1690105.375,0,0,0,0,0,0,1690105.375,0
1A1_K19,K19,Plate1_drugs,1,mitomycin-c,treated,0.25,5,1A1,11,19,0,0,0,0,1711173.063,0,0,0,1690840.578,202.7080859,1419728.5,578.9909722,0,0,0,0,0,83138.625,918.6860184,0,0,0,1419728.5,578.9909722,0,0,661260.9688,202.6844974,0,0,0,0,0,-229183.2813,0,-51.40625,1.266972447,0,661260.9688,202.6844974,0,0,952946.6875,0,0,0,0,0,0,1663902.531,0,0,0,0,0,0,1663902.531,0
1A1_K20,K20,Plate1_drugs,1,mitomycin-c,treated,0.125,2.5,1A1,11,20,0,0,0,0,1580981.156,0,0,0,2431463.57,238.5130572,1485684.773,516.1874265,0,0,0,0,0,89324,873.782618,0,0,0,1485684.773,516.1874265,0,0,749307.375,239.4295411,0,0,0,0,0,80256.15625,0,3.59375,0.994035099,0,749307.375,239.4295411,0,0,1373115.781,0,0,0,0,0,0,1540641.125,0,0,0,0,0,0,1540641.125,0
1A1_K21,K21,Plate1_drugs,1,mitomycin-c,treated,0.0625,1.25,1A1,11,21,0,0,0,0,2057917.156,0,0,0,2601064.5,270.3530502,1773209.156,749.574526,0,0,0,0,0,109195.7813,1348.239454,0,0,0,1773209.156,749.574526,0,0,715751.9063,221.0976827,0,0,0,0,0,-412233.4063,0,-77.28125,0.993171193,0,715751.9063,221.0976827,0,0,1022727.094,0,0,0,0,0,0,1995342.906,0,0,0,0,0,0,1995342.906,0
1A1_K22,K22,Plate1_drugs,1,mitomycin-c,treated,0.03125,0.625,1A1,11,22,0,0,0,0,1731303.406,0,0,0,2792370.016,296.4823811,2054023.852,921.2145153,0,0,0,0,0,131768.5,1167.745838,0,0,0,2054023.852,921.2145153,0,0,884931.1875,271.6393287,0,0,0,0,0,-299162.5938,0,-29.625,-2.776214445,0,884931.1875,271.6393287,0,0,1043305.125,0,0,0,0,0,0,1646702.625,0,0,0,0,0,0,1646702.625,0
1A1_K23,K23,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,11,23,0,0,0,0,2433137.563,0,0,0,3216692.75,398.1169647,2362524.406,867.56897,0,0,0,0,0,144960.4375,1594.3358,0,0,0,2362524.406,867.56897,0,0,1161093.406,357.1056273,0,0,0,0,0,535781.0313,0,59.5,2.685237079,0,1161093.406,357.1056273,0,0,1294278.219,0,0,0,0,0,0,2304246.969,0,0,0,0,0,0,2304246.969,0
1A1_L02,L02,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,12,2,0,0,0,0,-1673698.781,0,0,0,-1126302.148,-289.412703,-287452.5703,-340.2631231,0,0,0,0,0,-38796.5,-589.2954553,0,0,0,-287452.5703,-340.2631231,0,0,361076.75,227.6569738,0,0,0,0,0,703075.25,0,105.25,5.871451701,0,361076.75,227.6569738,0,0,-892910.4063,0,0,0,0,0,0,-1653786.875,0,0,0,0,0,0,-1653786.875,0
1A1_L03,L03,Plate1_drugs,1,mitomycin-c,treated,0.015625,0.3125,1A1,12,3,0,0,0,0,-1709064.656,0,0,0,-1016862.5,-280.2870145,-268705.8438,-412.346183,0,0,0,0,0,-72862,-790.882674,0,0,0,-268705.8438,-412.346183,0,0,183513.8125,103.3179723,0,0,0,0,0,285103.1563,0,50,2.814495005,0,183513.8125,103.3179723,0,0,-1383874.781,0,0,0,0,0,0,-1686811.063,0,0,0,0,0,0,-1686811.063,0
1A1_L04,L04,Plate1_drugs,1,paclitaxel,treated,1,20,1A1,12,4,0,0,0,0,-1385169.813,0,0,0,-1064010.172,-246.6927111,-408817.1094,-336.7948508,0,0,0,0,0,-66512.28125,-520.3866209,0,0,0,-408817.1094,-336.7948508,0,0,133936.5938,167.9626941,0,0,0,0,0,269540.3125,0,57.3125,2.644773867,0,133936.5938,167.9626941,0,0,-631360.0625,0,0,0,0,0,0,-1394467.5,0,0,0,0,0,0,-1394467.5,0
1A1_L05,L05,Plate1_drugs,1,paclitaxel,treated,0.5,10,1A1,12,5,0,0,0,0,-1436603.281,0,0,0,-1352762.086,-246.8678094,-318983.5234,-293.2137709,0,0,0,0,0,-27105.09375,-435.9709975,0,0,0,-318983.5234,-293.2137709,0,0,121095.875,145.8042633,0,0,0,0,0,383769.75,0,67.875,3.620768543,0,121095.875,145.8042633,0,0,-595527.875,0,0,0,0,0,0,-1404765.094,0,0,0,0,0,0,-1404765.094,0
1A1_L06,L06,Plate1_drugs,1,paclitaxel,treated,0.25,5,1A1,12,6,0,0,0,0,-1365646.219,0,0,0,-976053.0625,-180.7805308,-292818.4375,-301.4061408,0,0,0,0,0,-39794.59375,-507.7018511,0,0,0,-292818.4375,-301.4061408,0,0,-97346.09375,63.10073697,0,0,0,0,0,398606.3125,0,66.375,3.923390727,0,-97346.09375,63.10073697,0,0,-595339.7188,0,0,0,0,0,0,-1358915.906,0,0,0,0,0,0,-1358915.906,0
1A1_L07,L07,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,12,7,0,0,0,0,-1392071.875,0,0,0,-756931.0859,-207.6448691,-303747.3125,-341.0099349,0,0,0,0,0,-79721.78125,-500.3550168,0,0,0,-303747.3125,-341.0099349,0,0,-85374.03125,111.79625,0,0,0,0,0,331357.7188,0,49.71875,4.734099343,0,-85374.03125,111.79625,0,0,-247074.6875,0,0,0,0,0,0,-1369128.156,0,0,0,0,0,0,-1369128.156,0
1A1_L08,L08,Plate1_drugs,1,paclitaxel,treated,0.125,2.5,1A1,12,8,0,0,0,0,-1516098.563,0,0,0,-1239433.852,-239.8024508,-376307.5313,-379.2670352,0,0,0,0,0,-81314.84375,-631.204351,0,0,0,-376307.5313,-379.2670352,0,0,-60732.34375,74.77177485,0,0,0,0,0,79505.09375,0,13.28125,3.264240735,0,-60732.34375,74.77177485,0,0,-225007.0625,0,0,0,0,0,0,-1503464.125,0,0,0,0,0,0,-1503464.125,0
1A1_L09,L09,Plate1_drugs,1,paclitaxel,treated,0.0625,1.25,1A1,12,9,0,0,0,0,-1078661.781,0,0,0,-612567.6953,-103.5917921,-121593.1953,-253.7854568,0,0,0,0,0,-51504.3125,-404.9674535,0,0,0,-121593.1953,-253.7854568,0,0,155725.5938,101.6212979,0,0,0,0,0,-216715.75,0,-59.4375,-0.634146108,0,155725.5938,101.6212979,0,0,-264121.5625,0,0,0,0,0,0,-1085549.125,0,0,0,0,0,0,-1085549.125,0
1A1_L10,L10,Plate1_drugs,1,paclitaxel,treated,0.03125,0.625,1A1,12,10,0,0,0,0,-1094145.219,0,0,0,-702021.1641,-131.7292019,20950.05469,-239.3581804,0,0,0,0,0,9659,-219.1159271,0,0,0,20950.05469,-239.3581804,0,0,243482.7188,75.61596163,0,0,0,0,0,124503.0625,0,18.78125,0.471815239,0,243482.7188,75.61596163,0,0,-498355.6563,0,0,0,0,0,0,-1101831.719,0,0,0,0,0,0,-1101831.719,0
1A1_L11,L11,Plate1_drugs,1,paclitaxel,treated,0.015625,0.3125,1A1,12,11,0,0,0,0,-1235606.344,0,0,0,-1008814.781,-52.64554991,-463857.5547,-128.8258487,0,0,0,0,0,3868.15625,-434.2222022,0,0,0,-463857.5547,-128.8258487,0,0,-168449.5313,-17.25159906,0,0,0,0,0,-113232.125,0,-22.75,-0.437933107,0,-168449.5313,-17.25159906,0,0,-577027.8438,0,0,0,0,0,0,-1248840.531,0,0,0,0,0,0,-1248840.531,0
1A1_L12,L12,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,12,12,0,0,0,0,-1669809.156,0,0,0,-437801.0234,-96.97462669,-79597.99219,-226.7718256,0,0,0,0,0,8121.0625,-281.9535954,0,0,0,-79597.99219,-226.7718256,0,0,-84853.1875,4.551063679,0,0,0,0,0,-126097.25,0,-16.9375,-1.387510695,0,-84853.1875,4.551063679,0,0,-341991.5625,0,0,0,0,0,0,-1653659.188,0,0,0,0,0,0,-1653659.188,0
1A1_L13,L13,Plate1_drugs,1,sirolimus,treated,1,20,1A1,12,13,0,0,0,0,-1511138.656,0,0,0,-152600.0625,-83.47046713,-10287.39063,-205.3780139,0,0,0,0,0,-13449.84375,-199.7528481,0,0,0,-10287.39063,-205.3780139,0,0,67007.25,64.92764492,0,0,0,0,0,-153899.5938,0,-48.625,-1.765043411,0,67007.25,64.92764492,0,0,-88435.71875,0,0,0,0,0,0,-1483513.156,0,0,0,0,0,0,-1483513.156,0
1A1_L14,L14,Plate1_drugs,1,sirolimus,treated,0.5,10,1A1,12,14,0,0,0,0,-1236327.375,0,0,0,-95312.55469,-114.982813,169898.25,-169.6329652,0,0,0,0,0,38240.5625,-218.7514441,0,0,0,169898.25,-169.6329652,0,0,152522.3438,-5.322785777,0,0,0,0,0,99856.3125,0,70.90625,-0.930822614,0,152522.3438,-5.322785777,0,0,-128505.0625,0,0,0,0,0,0,-1286378.344,0,0,0,0,0,0,-1286378.344,0
1A1_L15,L15,Plate1_drugs,1,sirolimus,treated,0.25,5,1A1,12,15,0,0,0,0,-1715343.75,0,0,0,-673160.4531,-166.491294,-99316.05469,-311.0677072,0,0,0,0,0,35830.15625,-226.4273293,0,0,0,-99316.05469,-311.0677072,0,0,-24000.625,-69.8477143,0,0,0,0,0,131573.1563,0,35.78125,-1.044497294,0,-24000.625,-69.8477143,0,0,-99928.75,0,0,0,0,0,0,-1683337.313,0,0,0,0,0,0,-1683337.313,0
1A1_L16,L16,Plate1_drugs,1,sirolimus,treated,0.125,2.5,1A1,12,16,0,0,0,0,-1240463.094,0,0,0,-478304.9922,-84.74580092,-34030.44531,-358.8996446,0,0,0,0,0,-18551.65625,-340.54011,0,0,0,-34030.44531,-358.8996446,0,0,-13938.0625,-145.0333554,0,0,0,0,0,-506500.5313,0,-10.875,-3.191487027,0,-13938.0625,-145.0333554,0,0,-565931.125,0,0,0,0,0,0,-1259260.5,0,0,0,0,0,0,-1259260.5,0
1A1_L17,L17,Plate1_drugs,1,sirolimus,treated,0.0625,1.25,1A1,12,17,0,0,0,0,-1191843.094,0,0,0,-540225.5391,-188.8791364,-47670.80469,-363.6789902,0,0,0,0,0,-40843.65625,-555.7125151,0,0,0,-47670.80469,-363.6789902,0,0,2960.375,-11.14411418,0,0,0,0,0,79457.9375,0,23.4375,1.762926152,0,2960.375,-11.14411418,0,0,-300327.875,0,0,0,0,0,0,-1161650.906,0,0,0,0,0,0,-1161650.906,0
1A1_L18,L18,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,12,18,0,0,0,0,-1156999.875,0,0,0,-759315.4375,-218.5118311,35560.0625,-194.8944637,0,0,0,0,0,-35415.15625,-419.2380217,0,0,0,35560.0625,-194.8944637,0,0,149643.2188,-0.227318756,0,0,0,0,0,304684.0313,0,68.46875,3.691423717,0,149643.2188,-0.227318756,0,0,116390.5313,0,0,0,0,0,0,-1127019.5,0,0,0,0,0,0,-1127019.5,0
1A1_L19,L19,Plate1_drugs,1,sirolimus,treated,0.03125,0.625,1A1,12,19,0,0,0,0,-1174323.563,0,0,0,-472396.375,-137.9833654,87761.45313,-267.3954508,0,0,0,0,0,-24919.4375,-441.0016997,0,0,0,87761.45313,-267.3954508,0,0,218702.4063,-29.43269199,0,0,0,0,0,-228553.8438,0,-25.96875,0.408247734,0,218702.4063,-29.43269199,0,0,-459201.3125,0,0,0,0,0,0,-1153222.344,0,0,0,0,0,0,-1153222.344,0
1A1_L20,L20,Plate1_drugs,1,sirolimus,treated,0.015625,0.3125,1A1,12,20,0,0,0,0,-1304515.469,0,0,0,268226.6172,-102.1783941,153717.7266,-330.1989965,0,0,0,0,0,-18734.0625,-485.9051,0,0,0,153717.7266,-330.1989965,0,0,306748.8125,7.312351639,0,0,0,0,0,80885.59375,0,29.03125,0.135310386,0,306748.8125,7.312351639,0,0,-39032.21875,0,0,0,0,0,0,-1276483.75,0,0,0,0,0,0,-1276483.75,0
1A1_L21,L21,Plate1_drugs,1,doxorubicin,treated,1,5,1A1,12,21,0,0,0,0,-827579.4688,0,0,0,437827.5469,-70.33840103,441242.1094,-96.811897,0,0,0,0,0,1137.71875,-11.44826412,0,0,0,441242.1094,-96.811897,0,0,273193.3438,-11.01950673,0,0,0,0,0,-411603.9688,0,-51.84375,0.13444648,0,273193.3438,-11.01950673,0,0,-389420.9063,0,0,0,0,0,0,-821781.9688,0,0,0,0,0,0,-821781.9688,0
1A1_L22,L22,Plate1_drugs,1,doxorubicin,treated,0.5,2.5,1A1,12,22,0,0,0,0,-1154193.219,0,0,0,629133.0625,-44.20907014,722056.8047,74.8280923,0,0,0,0,0,23710.4375,-191.9418802,0,0,0,722056.8047,74.8280923,0,0,442372.625,39.52213932,0,0,0,0,0,-298533.1563,0,-4.1875,-3.634939157,0,442372.625,39.52213932,0,0,-368842.875,0,0,0,0,0,0,-1170422.25,0,0,0,0,0,0,-1170422.25,0
1A1_L23,L23,Plate1_drugs,1,doxorubicin,treated,0.25,1.25,1A1,12,23,0,0,0,0,-452359.0625,0,0,0,1053455.797,57.42551345,1030557.359,21.18254703,0,0,0,0,0,36902.375,234.6480824,0,0,0,1030557.359,21.18254703,0,0,718534.8438,124.9884379,0,0,0,0,0,536410.4688,0,84.9375,1.826512366,0,718534.8438,124.9884379,0,0,-117869.7813,0,0,0,0,0,0,-512877.9063,0,0,0,0,0,0,-512877.9063,0
1A1_M02,M02,Plate1_drugs,1,doxorubicin,treated,0.125,0.625,1A1,13,2,0,0,0,0,940279.2813,0,0,0,2102023.742,419.0510684,912709.4297,579.9551484,0,0,0,0,0,134655,491.44539,0,0,0,912709.4297,579.9551484,0,0,-254317.9375,68.34178614,0,0,0,0,0,-495830.25,0,-83.125,0.191981763,0,-254317.9375,68.34178614,0,0,-1106003.219,0,0,0,0,0,0,921431.875,0,0,0,0,0,0,921431.875,0
1A1_M03,M03,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,13,3,0,0,0,0,904913.4063,0,0,0,2211463.391,428.1767568,931456.1563,507.8720885,0,0,0,0,0,100589.5,289.8581713,0,0,0,931456.1563,507.8720885,0,0,-431880.875,-55.99721534,0,0,0,0,0,-913802.3438,0,-138.375,-2.864974934,0,-431880.875,-55.99721534,0,0,-1596967.594,0,0,0,0,0,0,888407.6875,0,0,0,0,0,0,888407.6875,0
1A1_M04,M04,Plate1_drugs,1,doxorubicin,treated,0.0625,0.3125,1A1,13,4,0,0,0,0,1228808.25,0,0,0,2164315.719,461.7710603,791344.8906,583.4234207,0,0,0,0,0,106939.2188,560.3542244,0,0,0,791344.8906,583.4234207,0,0,-481458.0938,8.647506459,0,0,0,0,0,-929365.1875,0,-131.0625,-3.034696072,0,-481458.0938,8.647506459,0,0,-844452.875,0,0,0,0,0,0,1180751.25,0,0,0,0,0,0,1180751.25,0
1A1_M05,M05,Plate1_drugs,1,doxorubicin,treated,0.03125,0.15625,1A1,13,5,0,0,0,0,1177374.781,0,0,0,1875563.805,461.595962,881178.4766,627.0045005,0,0,0,0,0,146346.4063,644.7698478,0,0,0,881178.4766,627.0045005,0,0,-494298.8125,-13.51092431,0,0,0,0,0,-815135.75,0,-120.5,-2.058701396,0,-494298.8125,-13.51092431,0,0,-808620.6875,0,0,0,0,0,0,1170453.656,0,0,0,0,0,0,1170453.656,0
1A1_M06,M06,Plate1_drugs,1,doxorubicin,treated,0.015625,0.078125,1A1,13,6,0,0,0,0,1248331.844,0,0,0,2252272.828,527.6832405,907343.5625,618.8121307,0,0,0,0,0,133656.9063,573.0389942,0,0,0,907343.5625,618.8121307,0,0,-712740.7813,-96.21445069,0,0,0,0,0,-800299.1875,0,-122,-1.756079211,0,-712740.7813,-96.21445069,0,0,-808432.5313,0,0,0,0,0,0,1216302.844,0,0,0,0,0,0,1216302.844,0
1A1_M07,M07,Plate1_drugs,1,trichostatin-a,treated,1,20,1A1,13,7,0,0,0,0,1221906.188,0,0,0,2471394.805,500.8189023,896414.6875,579.2083365,0,0,0,0,0,93729.71875,580.3858285,0,0,0,896414.6875,579.2083365,0,0,-700768.7188,-47.51893766,0,0,0,0,0,-867547.7813,0,-138.65625,-0.945370595,0,-700768.7188,-47.51893766,0,0,-460167.5,0,0,0,0,0,0,1206090.594,0,0,0,0,0,0,1206090.594,0
1A1_M08,M08,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,13,8,0,0,0,0,1097879.5,0,0,0,1988892.039,468.6613206,823854.4688,540.9512363,0,0,0,0,0,92136.65625,449.5364943,0,0,0,823854.4688,540.9512363,0,0,-676127.0313,-84.54341281,0,0,0,0,0,-1119400.406,0,-175.09375,-2.415229203,0,-676127.0313,-84.54341281,0,0,-438099.875,0,0,0,0,0,0,1071754.625,0,0,0,0,0,0,1071754.625,0
1A1_M09,M09,Plate1_drugs,1,trichostatin-a,treated,0.5,10,1A1,13,9,0,0,0,0,1535316.281,0,0,0,2615758.195,604.8719793,1078568.805,666.4328147,0,0,0,0,0,121947.1875,675.7733917,0,0,0,1078568.805,666.4328147,0,0,-459669.0938,-57.69388978,0,0,0,0,0,-1415621.25,0,-247.8125,-6.313616046,0,-459669.0938,-57.69388978,0,0,-477214.375,0,0,0,0,0,0,1489669.625,0,0,0,0,0,0,1489669.625,0
1A1_M10,M10,Plate1_drugs,1,trichostatin-a,treated,0.25,5,1A1,13,10,0,0,0,0,1519832.844,0,0,0,2526304.727,576.7345694,1221112.055,680.860091,0,0,0,0,0,183110.5,861.6249182,0,0,0,1221112.055,680.860091,0,0,-371911.9688,-83.69922603,0,0,0,0,0,-1074402.438,0,-169.59375,-5.207654699,0,-371911.9688,-83.69922603,0,0,-711448.4688,0,0,0,0,0,0,1473387.031,0,0,0,0,0,0,1473387.031,0
1A1_M11,M11,Plate1_drugs,1,trichostatin-a,treated,0.125,2.5,1A1,13,11,0,0,0,0,1378371.719,0,0,0,2219511.109,655.8182214,736304.4453,791.3924228,0,0,0,0,0,177319.6563,646.5186431,0,0,0,736304.4453,791.3924228,0,0,-783844.2188,-176.5667867,0,0,0,0,0,-1312137.625,0,-211.125,-6.117403046,0,-783844.2188,-176.5667867,0,0,-790120.6563,0,0,0,0,0,0,1326378.219,0,0,0,0,0,0,1326378.219,0
