plate_well,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,RingTotalInten_RNA,RingAvgInten_RNA,CircTotalInten_RNA,CircAvgInten_RNA,RingSpotTotalInten_RNA,RingSpotAvgInten_RNA,RingSpotTotalArea_RNA,RingSpotAvgArea_RNA,CircSpotTotalInten_RNA,CircSpotAvgInten_RNA,CircSpotTotalArea_RNA,CircSpotAvgArea_RNA,TotalInten_RNA,AvgInten_RNA,RingTotalInten_PMG,RingAvgInten_PMG,CircTotalInten_PMG,CircAvgInten_PMG,RingSpotTotalInten_PMG,RingSpotAvgInten_PMG,RingSpotTotalArea_PMG,RingSpotAvgArea_PMG,CircSpotTotalInten_PMG,CircSpotAvgInten_PMG,CircSpotTotalArea_PMG,CircSpotAvgArea_PMG,TotalInten_PMG,AvgInten_PMG,RingTotalInten_MITO,RingAvgInten_MITO,RingSpotTotalInten_MITO,RingSpotAvgInten_MITO,RingSpotTotalArea_MITO,RingSpotAvgArea_MITO,TotalInten_MITO,AvgInten_MITO,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex
1A1_L15,L15,Plate1_drugs,1,sirolimus,treated,0.25,5,1A1,12,15,1309,1.277489665,1.522250066,10993367,8530.077643,2200.138013,40.82487678,10123450,1633.347604,5039631,3845.603431,0,0,0,0,377099,5805.805369,66,9.6,5039631,3845.603431,18762890,2948.853032,6949293,5294.505602,2440287,4902.924596,481,11.90909091,2840844,5880.256228,466,19.25925926,6949293,5294.505602,16431658,2552.578165,3033128,4838.982005,602,8.947368421,5727652,4362.773717,10993177,8557.181261,4786904,9204.820755,520,43.2,10993177,8557.181261
1A1_L16,L16,Plate1_drugs,1,sirolimus,treated,0.125,2.5,1A1,12,16,1362,1.236469094,1.50478805,11237956,8689.524194,2213.295773,41.64315382,11342567,1738.522627,5589190,3893.012448,0,0,0,0,432967,5870.732673,80,9.5,5589190,3893.012448,19977360,3052.244061,7368740,5209.666667,1990464,5340.130064,355,12.5,2266440,5966.408046,378,11,7368740,5209.666667,19104435,2855.908263,2863133,5361.712329,524,7.815384615,6581380,4687.654832,11222604,8696.275074,5192434,9167.214215,572,40.35714286,11222604,8696.275074
1A1_L17,L17,Plate1_drugs,1,sirolimus,treated,0.0625,1.25,1A1,12,17,1342,1.223057239,1.494301986,10994251,9010.222028,2251.610757,41.33627304,11273242,1776.236214,5663219,4118.526741,8183,3320.043478,2,1,411966,6282.205357,67,8.166666667,5663219,4118.526741,19606661,3037.065506,7448087,5446.753304,2271388,5376.453552,409,14.08695652,2766574,6246.962319,424,14.27027027,7448087,5446.753304,19003132,2912.743834,3213479,5438.378828,600,8.958762887,6740294,4878.133963,11005858,9003.31107,5051968,9536.420561,544,43,11005858,9003.31107
1A1_L18,L18,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,12,18,1254.5,1.248881824,1.560526855,10479101,9256.580159,2329.90821,39.965966,9774986,1627.502823,4902616,3831.922207,14119.5,3629.136364,4,1.666666667,370862.5,5866.110294,63,7.666666667,4902616,3831.922207,17889451.5,2923.36891,6696939.5,5171.425974,2015299.5,5151.956092,386.5,14.51744186,2528280.5,5854.697736,419,15.12707535,6696939.5,5171.425974,15533042.5,2546.291667,2112872.5,4694.646014,426,7.335784314,5514104,4215.181125,10490681,9275.142286,4960825,9740.792444,508,41.83333333,10490681,9275.142286
1A1_L19,L19,Plate1_drugs,1,sirolimus,treated,0.03125,0.625,1A1,12,19,1720,1.238562516,1.584437596,15752049,8771.153179,2112.921441,46.79713685,13714690,1665.747723,6683997,3899.776451,7969,3308,2,1,526131,6317.490566,87,9.458333333,6683997,3899.776451,24489203,2950.408261,9104020,5195.563307,2910095,5080.054585,582,12.53947368,3232957,5883.075188,553,13.20512821,9104020,5195.563307,23168162,2785.75412,3040379,5212.979221,562,7.096,7848890,4581.590698,15741759,8784.63403,6361976,9100.670213,665,35.625,15741759,8784.63403
1A1_L20,L20,Plate1_drugs,1,sirolimus,treated,0.015625,0.3125,1A1,12,20,1353,1.236254439,1.53239346,12168705,9476.529197,2309.506185,41.50533826,11131373,1664.996722,5370940,3964.827526,6958,3346,2,1,433143,6216.654971,73,8.625,5370940,3964.827526,20617464,3024.926098,7448328,5479.027447,2235076,5309.60804,409,13.08333333,3055587,6161.615854,468,15.95454545,7448328,5479.027447,17566577,2600.082852,2353739,4792.426415,485,7.222222222,5978667,4296.643056,12155060,9477.159763,5295948,9980.08125,542,42.66666667,12155060,9477.159763
1A1_L21,L21,Plate1_drugs,1,doxorubicin,treated,1,5,1A1,12,21,872,1.17497206,1.330786773,9724875,11977.88716,3563.348172,33.32063749,6658462,770.6029323,4144918,4294.726877,0,0,0,0,220982,6418.461538,28,7,4144918,4294.726877,17193611,2014.418324,5992178,6248.659341,4233107,4518.901316,898,20.92857143,4672262,6668.376344,657,266,5992178,6248.659341,13061309,1538.093448,3107654,4180.892632,672,11.61702128,5368345,5615.728353,9759288,11946.08772,4099429,13200.76471,320,90.33333333,9759288,11946.08772
1A1_L22,L22,Plate1_drugs,1,doxorubicin,treated,0.5,2.5,1A1,12,22,1194,1.266940713,1.675794099,9974825,9522.380512,2401.500284,38.99035799,6877825,1006.195133,3590023,2882.026749,18697,2786.554217,6,2.333333333,213237,4406.842105,51,6.666666667,3590023,2882.026749,16960611,2481.18987,6048745,4910.02171,3817029,4128.493344,896,15.45283019,3902807,5301.476048,695,39.86666667,6048745,4910.02171,16262146,2339.588719,3994579,4305.832418,925,11.26373626,5247127,4230.128342,10009317,9519.700919,4683691,9976.388406,467,45.53846154,10009317,9519.700919
1A1_L23,L23,Plate1_drugs,1,doxorubicin,treated,0.25,1.25,1A1,12,23,1285,1.245858535,1.594674292,9388532,8040.141944,2008.528933,40.44889139,6823922,995.7521413,3414300,2592.2262,20263,2463.769231,7,2.5,231799,3960.115385,58,6.375,3414300,2592.2262,17210557,2435.974625,5690479,4383.227614,1987715,4055.197725,493,10.28571429,2456669,4872.489474,497,14.5,5690479,4383.227614,14569707,2094.958717,2007924,3761.105344,526,5.962962963,4592981,3462.767478,9357613,8044.439965,4240948,8493.396246,483,32.8,9357613,8044.439965
1A1_M02,M02,Plate1_drugs,1,doxorubicin,treated,0.125,0.625,1A1,13,2,1350.5,1.23383754,1.575724372,8912565.5,7337.345588,1794.214497,41.46696848,7609677.5,1117.491199,3619019.5,2635.28063,8131,2212.48,3,1,247465,3864.811004,61.5,7.236111111,3619019.5,2635.28063,17856583.5,2552.61427,6041160,4370.319345,1306757,4121.51239,303,7.851159115,1822885.5,4857.001433,363,8.843904158,6041160,4370.319345,21463414,3125.914885,3226052.5,5278.574271,580.5,6.780885781,7094084,5052.026202,8906258,7371.001785,4301699,7658.913893,545.5,34.64835165,8906258,7371.001785
1A1_M03,M03,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,13,3,1305,1.237099805,1.582750887,8768760,7299.484314,1766.867142,40.76245338,8562536,1375.24478,4033942,3037.901385,5342,2255,2,1,307975,4607.555556,70,8.666666667,4033942,3037.901385,17764423,2814.782396,6400900,4877.286207,1823960,4760.788,368,10.93548387,2408447,5443.568106,434,12.75757576,6400900,4877.286207,19998470,3090.368681,2757563,5341.55914,503,6.982608696,6656660,4951.710549,8783408,7311.608524,4189256,7551.794613,549,40.5,8783408,7311.608524
1A1_M04,M04,Plate1_drugs,1,doxorubicin,treated,0.0625,0.3125,1A1,13,4,1355.5,1.238320733,1.572665703,8418347,6776.244903,1591.384921,41.54366551,6720063.5,945.3025868,3100804,2229.938421,9870,1891.166667,5,1.414285714,245781,3313.625045,75,8,3100804,2229.938421,17145958,2376.850231,5539907,4009.182472,1090885,3855.417496,279.5,7.153947368,1474264.5,4511.068145,328,7.338541667,5539907,4009.182472,17587305.5,2439.487951,2175644,4108.71604,527.5,6.245470614,5163375,3720.755556,8437313,6757.620486,3977462.5,6993.402588,557.5,33.75,8437313,6757.620486
1A1_M05,M05,Plate1_drugs,1,doxorubicin,treated,0.03125,0.15625,1A1,13,5,1328,1.242095466,1.575460732,8305186,6987.811138,1672.194565,41.12009382,6425238,945.3421053,3090811,2223.474104,0,0,0,0,227864,3426.0625,67,7.466666667,3090811,2223.474104,16835420,2449.098462,5684894,4144.668942,1219196,4118.139806,281,8.321428571,1462221,4705.15371,314,8.807017544,5684894,4144.668942,17707704,2590.861541,2309453,4400.007,504,7.236363636,5550252,3981.383144,8384407,7021.874155,3831992,7322.596567,522,37.47058824,8384407,7021.874155
1A1_M06,M06,Plate1_drugs,1,doxorubicin,treated,0.015625,0.078125,1A1,13,6,1381,1.257384705,1.641535952,8224720,6674.020906,1590.584033,41.93261036,7052379,987.9552051,3250062,2333.486317,3439,1783.142857,1,1,229917,3518.68,68,7.6,3250062,2333.486317,17434832,2428.483915,5724293,4107.15601,1156784,3985.567568,281,7.625,1488188,4634.322034,321,8.015384615,5724293,4107.15601,19917553,2753.130503,2184470,4703.106383,455,6.320754717,6283439,4390.249362,8263138,6690.656277,3879276,6899.596026,548,32.47368421,8263138,6690.656277
1A1_M07,M07,Plate1_drugs,1,trichostatin-a,treated,1,20,1A1,13,7,1560,1.26180077,1.528589443,3104007,1963.425983,496.8168751,44.56740614,6815742,702.1583898,3232715,1867.094322,105394,2029.006135,40,4,75239,2239.8,29,3,3232715,1867.094322,23680636,2442.115221,10134681,6014.647478,5686601,4257.767705,1327,16.20588235,6462524,6688.394895,933,46.65625,10134681,6014.647478,22447196,2396.186133,6885540,4991.492795,1323,13.375,8752478,5279.004409,3092191,1973.212223,1017290,2209.783673,397,12.13559322,3092191,1973.212223
1A1_M08,M08,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,13,8,1306.5,1.23825756,1.573460052,8390020,6760.802841,1726.450045,40.78587261,8759076,1365.291579,4250409,3115.687695,14474.5,2748.971154,5,1.904761905,331594.5,4741.530678,71,7.816666667,4250409,3115.687695,18090565.5,2752.462226,6369147.5,4778.350209,1532605,4664.478785,300.5,10.17424242,2460242,5358.826256,447,12.53070175,6369147.5,4778.350209,18465400,2778.640278,1777430,4795.981234,366.5,4.796396396,6129361,4546.114091,8410937,6785.976424,3992634.5,7117.186833,554.5,36.8543956,8410937,6785.976424
1A1_M09,M09,Plate1_drugs,1,trichostatin-a,treated,0.5,10,1A1,13,9,1971.5,1.243171165,1.540157435,5341738,2849.036327,719.2190854,50.10179423,7281824.5,731.251651,3572694,1780.056975,131407,1892.078089,63.5,3.455882353,75448,2422.021591,31,3.088159588,3572694,1780.056975,24567060.5,2441.134268,10118770,5289.444226,4819890.5,4073.857572,1169,13.08487179,5841571.5,5739.823156,902.5,25.6477146,10118770,5289.444226,23171640,2307.834036,5301508,4196.709935,1290.5,9.089733171,8634976.5,4514.524272,5343669.5,2858.027813,1869029.5,3151.996112,551,15.76335404,5343669.5,2858.027813
1A1_M10,M10,Plate1_drugs,1,trichostatin-a,treated,0.25,5,1A1,13,10,1951,1.268636636,1.671685032,8275896,3927.688956,914.2589106,49.84064796,8791042,804.7398241,4299434,2198.927365,0,0,0,0,64089.5,4435.5,14,5.633333333,4299434,2198.927365,27699450,2582.388521,10603927,5396.155371,4775764,4451.035604,1039,14.68195719,4898225,5867.163359,808.5,21.10976703,10603927,5396.155371,25241345.5,2350.784426,4392784,4645.72076,912,8.502995392,9342669,4763.137222,8284983.5,3935.869324,2386316.5,4081.094403,555,15.47777778,8284983.5,3935.869324
1A1_M11,M11,Plate1_drugs,1,trichostatin-a,treated,0.125,2.5,1A1,13,11,2118.5,1.272822766,1.730734747,12374333,5619.243139,1410.717613,51.93608607,12169113,1110.531371,6211986,2897.47646,0,0,0,0,239028,5450.95,43,8.675438596,6211986,2897.47646,30144384,2733.501889,11736544,5422.700933,4799908,4640.702313,1029,13.45555979,5582425,5950.946782,896,21.78011696,11736544,5422.700933,26497363.5,2412.699661,3861332,4526.037434,839.5,6.801560549,9496845,4343.49006,12409057.5,5665.560275,4429695,5863.907146,727,24.77524038,12409057.5,5665.560275
1A1_M12,M12,Plate1_drugs,1,trichostatin-a,treated,0.0625,1.25,1A1,13,12,2109,1.232909424,1.582020723,13840089,6435.298775,1611.389633,51.81951563,13704026,1306.570399,6878288,3373.387923,30606,3225.916667,10,2.4,464690,5379.89781,92,8.375,6878288,3373.387923,29545377,2779.824346,11191124,5215.929655,3939613,4729.744755,815,12.03389831,4263714,5783,730,14.05660377,11191124,5215.929655,25252731,2334.951616,2815079,4239.206161,632,5.031088083,8627905,4047.958984,13881093,6446.925282,5154212,6710.495775,731,27.36666667,13881093,6446.925282
1A1_M13,M13,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,13,13,1249,1.247845286,1.616115151,8373359,7187.432241,1795.839668,39.87826396,7797913.5,1149.650492,3662605,2855.7621,6039,2236.816568,2,1.1,243766,4337.325,57.5,7.333333333,3662605,2855.7621,17957502.5,2661.010968,6521476.5,4935.411748,2564859,4513.125457,557,13.34974328,3301974,5423.441533,571,24.13888889,6521476.5,4935.411748,15765091,2279.327438,1849647,4108.984004,440.5,5.661744505,4917821,3855.696617,8372034.5,7199.214054,3779480,7569.420664,496,35.88461538,8372034.5,7199.214054
1A1_M14,M14,Plate1_drugs,1,trichostatin-a,treated,0.03125,0.625,1A1,13,14,1677,1.223956169,1.536259111,12766228,6730.680892,1694.871923,46.20847018,11322847,1299.55566,5130003,3183.311602,0,0,0,0,322874,5042,68,7.545454545,5130003,3183.311602,24497309,2781.321921,8853529,5403.601061,2285114,4975.48254,459,10.28,3577001,6001.844884,556,17.16666667,8853529,5403.601061,22576099,2559.356087,2575712,4677.959459,534,5.357142857,7216925,4417.184648,12819477,6763.287356,4171385,7105.339688,590,25.8125,12819477,6763.287356
1A1_M15,M15,Plate1_drugs,1,trichostatin-a,treated,0.015625,0.3125,1A1,13,15,1411,1.230479935,1.525315903,10625893,7366.671429,1784.600876,42.38562253,9814367,1293.17201,4593521,3229.83726,9438,2352.404762,4,1.333333333,334246,5020.333333,70,8.666666667,4593521,3229.83726,21620440,2804.511062,7883575,5438.543307,2942323,4885.653358,611,13.47321429,4094998,5972.052356,672,24.52941176,7883575,5438.543307,18752505,2413.715124,2215197,4436.472222,494,6.155555556,5850905,4028.152268,10587563,7380.083659,4358679,7769.331019,554,33.4,10587563,7380.083659
1A1_M16,M16,Plate1_drugs,1,gemcitabine,treated,1,20,1A1,13,16,1327,1.36504522,1.911476671,13331467,9328.406003,2627.658041,41.10460894,8125035,891.1828621,4939258,3496.77548,0,0,0,0,297249,6142.481481,50,7.428571429,4939258,3496.77548,22603492,2434.269906,7949956,5660.320207,6263401,4586.18705,1330,21.68041237,5240407,6101.732962,839,67,7949956,5660.320207,20314331,2173.096761,4854713,4714.731834,999,11.10619469,6719498,4901.754847,13294218,9354.946288,4924071,9887.757778,495,37.16666667,13294218,9354.946288
1A1_M17,M17,Plate1_drugs,1,gemcitabine,treated,0.5,10,1A1,13,17,1361,1.348577944,1.847595433,13283716,9202.779433,2688.445038,41.62786351,8878544,947.5194116,5426443,3501.317136,0,0,0,0,283974,6111.553571,49,7.25,5426443,3501.317136,23595470,2499.596381,8291891,5703.529716,5176518,4697.513298,1132,16.79545455,5675078,6157.301782,834,52.21428571,8291891,5703.529716,20417355,2206.483211,3547696,4621.901776,762,8.327731092,6574206,4553.211986,13272318,9177.785177,5142650,9894.853309,507,32.29411765,13272318,9177.785177
1A1_M18,M18,Plate1_drugs,1,gemcitabine,treated,0.25,5,1A1,13,18,1321,1.314817748,1.752840486,12986959.5,9466.066238,2616.523773,41.01157395,8232142,877.1468538,5291726.5,3619.554528,0,0,0,0,266619.5,6280.306653,40,6.5,5291726.5,3619.554528,22307632,2378.616331,8166466.5,5740.365344,5788423,4572.992207,1216.5,21.13472271,5246744.5,6125.602237,795.5,62.57051282,8166466.5,5740.365344,18663720.5,1962.54604,3833473,4283.52037,892.5,9.897893773,6184455,4245.327436,13038459.5,9459.595002,4973201.5,9641.833619,472.5,36.80555556,13038459.5,9459.595002
1A1_M19,M19,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,13,19,1237,1.251168679,1.566169661,8657676,7597.623876,1900.830853,39.68623262,8534231,1326.911832,4223504,3388.876413,10043,3017.857143,3,1.5,291015.5,5283.281636,56,7.121428571,4223504,3388.876413,17535075.5,2720.713266,6241727.5,4912.852125,1938933,4791.347545,390.5,12.95291005,2589574.5,5543.30442,443.5,16.47213622,6241727.5,4912.852125,14587301.5,2245.388681,1537090.5,4196.325728,362.5,6.016174948,4905920.5,3899.940354,8686605.5,7611.709112,3944829,7995.423847,486,37.3,8686605.5,7611.709112
1A1_M20,M20,Plate1_drugs,1,gemcitabine,treated,0.125,2.5,1A1,13,20,1234,1.311756519,1.787367586,13432458,10072.39614,2800.615563,39.63808268,7669856,827.4318355,5013305,3667.682333,0,0,0,0,221565,6211.074074,35,6.625,5013305,3667.682333,21949814,2378.522631,8183055,6078.517949,6307375,4633.142857,1355,24.98684211,5894884,6479.515723,813,79.84615385,8183055,6078.517949,18460277,1983.073495,4537827,4587.978475,990,12.98666667,6468133,4772.426009,13449160,10109.69507,4920172,10485.66225,451,38.86666667,13449160,10109.69507
1A1_M21,M21,Plate1_drugs,1,gemcitabine,treated,0.0625,1.25,1A1,13,21,1300,1.306408656,1.793983881,12974564,9534.647357,2710.628421,40.68428945,7531802,876.5805,4825863,3501.902799,0,0,0,0,237630,6026,42,6.5,4825863,3501.902799,21088490,2477.567382,8085595,5771.456949,5142940,4451.325272,1133,18.21052632,5469886,6198.950355,823,59.6,8085595,5771.456949,16310038,1843.634985,3096775,3899.689015,738,7.571428571,5592443,3983.811863,12984814,9525.682495,4715568,10037.99834,440,36.36842105,12984814,9525.682495
1A1_M22,M22,Plate1_drugs,1,gemcitabine,treated,0.03125,0.625,1A1,13,22,1011.5,1.298210154,1.700640123,8364330.5,9525.786886,2633.483393,35.88701638,6957842.5,1002.282109,3679434.5,3500.13074,0,0,0,0,228481,5652.008336,39,6,3679434.5,3500.13074,18359707.5,2636.277464,6173314.5,5788.718237,4004946,4685.741195,846,17.54398148,4462664,6222.414413,661,80.72916667,6173314.5,5788.718237,14257439.5,2027.169437,2495725.5,4115.986233,597,7.972019781,4275827.5,3963.375077,8396543.5,9569.386103,4203268,10203.89874,410,47.61111111,8396543.5,9569.386103
1A1_M23,M23,Plate1_drugs,1,gemcitabine,treated,0.015625,0.3125,1A1,13,23,1201,1.242671362,1.568384649,8779703,8261.15614,2078.402971,39.10448431,8299847,1263.497694,4001642,3269.047406,6713,2658.2,2,1,291532,5062.5,60,7.7,4001642,3269.047406,18184056,2735.486309,5996433,4933.109238,1422993,4752.282297,291,11.03448276,2373698,5631.633333,413,15.17777778,5996433,4933.109238,14906372,2260.586797,1421282,4000.030612,340,5.320754717,4654535,3759.320274,8780337,8283.973404,4296026,8677.721354,485,38.07692308,8780337,8283.973404
1A1_N02,N02,Plate1_drugs,1,vincristine,treated,1,20,1A1,14,2,2009.5,1.278006178,1.734295463,11788187.5,6364.02069,1646.011509,50.58235373,15481771,1518.56831,7741072,3768.899136,0,0,0,0,687549,6107.472222,114,11.91287879,7741072,3768.899136,31373286,3052.302785,11240083,5406.656038,4185538,4897.545113,816.5,9.978658537,4913822,5915.901841,829.5,14.55411011,11240083,5406.656038,31511203.5,3050.039146,5448460.5,5553.989214,957,6.232737983,11679113,5417.392215,11729191,6332.942814,4520759,6939.872864,674,21.82282282,11729191,6332.942814
1A1_N03,N03,Plate1_drugs,1,vincristine,treated,0.5,10,1A1,14,3,1974,1.257551466,1.671650016,12070555.5,6604.403711,1675.051245,50.13356859,15823794,1568.141809,7836615,3834.685173,0,0,0,0,646022.5,6169.239837,112,10.6125,7836615,3834.685173,31019939.5,3024.412083,11033672.5,5397.294192,4138750.5,4951.417501,830,10.23334545,4352996,5929.233384,731,14.92316017,11033672.5,5397.294192,32299314,3144.31229,5717665.5,5722.344068,976,7.666432913,11966828,5668.407607,12035438.5,6567.239699,4539138.5,7220.846997,648.5,25.69705882,12035438.5,6567.239699
1A1_N04,N04,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,14,4,1330,1.239872,1.577447347,11596290.5,9314.551513,2356.293318,41.15104318,10210902.5,1553.917148,5142367.5,3749.933536,3583,2327.75,1,1,418573,5768.481113,74.5,8.95,5142367.5,3749.933536,18759600.5,2833.810837,6868992.5,4963.300487,1835123.5,4875.705732,355,11.35177365,2421859,5634.283949,421.5,13.21409675,6868992.5,4963.300487,16563134.5,2466.334052,2244476.5,4736.37016,460.5,6.855769231,5973994,4270.943955,11546165.5,9259.204606,5335557.5,9759.449722,549,43.47076923,11546165.5,9259.204606
1A1_N05,N05,Plate1_drugs,1,vincristine,treated,0.25,5,1A1,14,5,2066,1.264238425,1.677926123,12454888,6701.820871,1673.376972,51.288526,16366989,1528.023034,8028700,3934.769788,0,0,0,0,714808,6427.669291,111,12.45454545,8028700,3934.769788,33441006,3066.779812,11991523,5691.496755,4560106,5258.085389,859,13.85714286,4177852,6389.884368,641,17.02040816,11991523,5691.496755,34864623,3208.028052,7475809,5891.54326,1259,10.45192308,12706941,6007.328552,12411382,6682.734096,4920035,7277.513393,675,28.39130435,12411382,6682.734096
1A1_N06,N06,Plate1_drugs,1,vincristine,treated,0.125,2.5,1A1,14,6,2079,1.262079191,1.725570456,11979612,6348.11505,1620.544284,51.4496357,16323112,1578.359506,8067538,3802.163353,0,0,0,0,584608,6432.086957,93,9.375,8067538,3802.163353,32087313,3135.022089,11953455,5638.887937,3735597,5222.152398,703,9.657142857,4749708,6292.492647,761,14.48275862,11953455,5638.887937,33874305,3251.760447,5209386,5931.515,846,6.876811594,12564372,5856.742857,11917546,6324.309002,4571160,6874.64297,663,21.76470588,11917546,6324.309002
1A1_N07,N07,Plate1_drugs,1,vincristine,treated,0.0625,1.25,1A1,14,7,1970.5,1.261930806,1.659611334,11697846,6330.032615,1560.138109,50.0891022,15576794.5,1559.019551,7766111.5,3840.410508,0,0,0,0,559550.5,6453.394253,86,8.970588235,7766111.5,3840.410508,29583090.5,2945.348847,10868701,5431.71719,2983840,5119.274726,584,11.2183584,3826611,6189.916468,605,13.2390873,10868701,5431.71719,25280048,2556.319858,3643905,4830.325203,793,7.074509804,9256676.5,4658.316299,11674657,6307.371376,4294692,6829.042416,620.5,25.65217391,11674657,6307.371376
1A1_N08,N08,Plate1_drugs,1,vincristine,treated,0.03125,0.625,1A1,14,8,2085,1.266219841,1.696270787,12023379,6323.41777,1580.936364,51.52382411,16905686,1640.772408,8366909,3938.403516,0,0,0,0,662071,6361.25,104,10.2,8366909,3938.403516,32421929,3113.927333,11921163,5551.33913,3246896,5217.540806,611,10.31578947,4076425,6195.853026,674,13.15,11921163,5551.33913,32621244,3139.736666,4534001,5789.372197,812,5.775280899,12020046,5605.891683,11936315,6284.064165,4571274,6786.10352,687,21.46153846,11936315,6284.064165
1A1_N09,N09,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,14,9,1267,1.247765637,1.583751798,10848135,9433.505667,2359.208585,40.16459266,10617961,1683.137348,5283231,4029.873531,3382,2696.230769,1,1,442235,6347.096774,71,9,5283231,4029.873531,18188860,2865.999207,6626287,5025.253086,1730202,4989.904762,334,13.22580645,2274856,5729.352941,399,14.57894737,6626287,5025.253086,18334943,2889.4691,2742116,5440.198413,487,8.612903226,6653032,4956.53088,10833938,9412.190421,5248189,9972.486486,528,47,10833938,9412.190421
1A1_N10,N10,Plate1_drugs,1,vincristine,treated,0.015625,0.3125,1A1,14,10,1928,1.260460686,1.667617205,11351976,6348.597132,1522.152889,49.54599724,15597160,1561.444888,7485136,3751.831302,0,0,0,0,591075,6149.555556,100,10.25,7485136,3751.831302,31220520,3035.758846,10763577,5493.209549,4609596,5024.316248,939,12.1375,4519110,6170.583477,724,16.25806452,10763577,5493.209549,28290724,2767.162967,5081302,5105.906651,996,8.181818182,9988919,5009.631213,11336983,6342.912859,4401698,6792.060556,661,28.33333333,11336983,6342.912859
1A1_N11,N11,Plate1_drugs,1,bendamustine,treated,1,20,1A1,14,11,2069,1.191537159,1.377850431,16506315.5,8411.374598,2312.564777,51.32571258,11397294,1063.948013,8030661.5,3565.448619,0,0,0,0,251363.5,5785.806723,40,7.027777778,8030661.5,3565.448619,27781441,2695.925742,12379652,5695.429483,6822654,4692.495477,1436,15.51143308,5540295.5,6641.586945,826,28.79795918,12379652,5695.429483,19665522,1918.504429,4168086,3758.408377,1177,7.197476273,8323730,3749.726661,16507699.5,8424.592582,5352332.5,9149.531015,559.5,34.77173913,16507699.5,8424.592582
1A1_N12,N12,Plate1_drugs,1,bendamustine,treated,0.5,10,1A1,14,12,2095,1.207439644,1.416011466,20360386,9604.112245,2593.97135,51.64723464,12069076,1085.792628,8670528,4239.439599,9663,2579,3,1.4,414648,7044.958333,57,8.142857143,8670528,4239.439599,30524453,2637.67372,13773630,6370.889806,8723596,4805.638684,1949,19.10752688,7828056,7127.394679,975,31.25806452,13773630,6370.889806,27813562,2406.531607,7409105,5082.647898,1596,11.91666667,12751911,6223.027158,20277384,9645.281078,7037945,10447.61268,684,39.26923077,20277384,9645.281078
1A1_N13,N13,Plate1_drugs,1,bendamustine,treated,0.25,5,1A1,14,13,1910,1.192811759,1.351473785,13576449.5,8469.724509,2453.32591,49.31379151,9031208,920.0971929,7671625.5,3713.704831,0,0,0,0,97433.5,4822.638824,20.5,4.803571429,7671625.5,3713.704831,26166897.5,2644.062627,12232820.5,6529.954324,6037258,5043.133864,1096.5,21.03497567,7132172.5,7057.424046,793.5,42.35272727,12232820.5,6529.954324,19878923.5,1938.006353,4635688,4440.624751,992,8.957861534,9431898,4425.460323,13519364.5,8463.705793,4695382,9690.888436,426,30.86474164,13519364.5,8463.705793
1A1_N14,N14,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,14,14,1317,1.25381387,1.6059698,9542723,7516.017878,1874.927367,40.9494381,8334125,1226.280858,3804734,2841.297405,6005,2190.411765,2,1,257849,4223.478261,65,7.777777778,3804734,2841.297405,18891537,2739.145534,6908048,5074.746604,2671024,4767.457516,542,13.72307692,3157040,5744.671838,523,19.91111111,6908048,5074.746604,14280687,2048.951482,2428200,3903.974716,607,8.011111111,4413417,3234.15936,9574134,7565.230371,4308205,7940.997076,536,40.21428571,9574134,7565.230371
1A1_N15,N15,Plate1_drugs,1,bendamustine,treated,0.125,2.5,1A1,14,15,2270,3.828041896,2.652169457,1170871,515.8022026,27.39111555,53.76108041,1228238,491.8854626,1129773,497.6973568,97594,542.1888889,180,1.090909091,86806,549.4050633,158,1.161764706,1129773,497.6973568,3819430,1529.607529,3496414,1540.270485,100201,1727.603448,58,1.094339623,93677,1734.759259,54,1,3496414,1540.270485,3034320,1215.186223,74221,1400.396226,53,1.019230769,2778390,1223.960352,1161760,511.7885463,296684,546.3793738,543,1.792079208,1161760,511.7885463
